090530_BD98XB	0.7597	1.0458	-0.0015872	186.555
090530_GF87UB	0.71858	0.88036	-0.014972	180.06
090530_GT85SK	0.78743	1.0539	0.025442	163.57
090530_SB54FK	0.70291	1.0793	-0.022261	189.3
090530_UZ78FK	0.67185	0.86166	0.04836	159.79
090601_ZD38EU	0.71071	1.1558	-0.028249	164.63
090602_FM72FK	0.59401	0.88189	0.088814	56.03
090602_MJ65BB	0.61657	0.86456	-0.019659	129.41
090604_QY33HK	0.55768	0.65873	0.15629	111.88
090606_BG34SK	0.61376	0.75094	0.073155	125.305
090606_MK27GB	0.71032	0.88707	0.039382	95.88
090606_XY96QK	0.5865	0.70766	0.052552	110.635
090608_RU48SH	0.64746	0.93683	0.019625	207.23
090609_KG63VB	0.57465	0.76737	0.055626	114.80
090610_KD47QK	0.73135	1.2002	-0.024754	122.24
090610_UC57DK	0.74396	1.0797	0.010528	146.40
090610_UG48GH	0.7107	1.1584	-0.044263	185.20
090610_UJ57MB	0.63307	0.79115	0.049019	187.19
090610_VG28QH	0.71778	1.0956	-0.01786	163.58
090611_RK74KK	0.68088	0.99091	-0.0079284	136.63
090612_SR78XK	0.66273	0.95399	0.022976	299.23
090613_FR28UB	0.65224	0.954	-0.002266	195.32
090613_YJ67CK	0.69377	1.2001	-0.04332	150.12
090616_KZ69KH	0.74965	1.2291	-0.041495	189.41
090616_ME56WB	0.70042	1.0254	0.051893	130.41
090616_RF72MK	0.78146	1.0744	-0.0083277	237.045
090616_UD83BH	0.71077	1.1496	-0.031266	176.04
090618_AX63WK	0.75082	1.0406	-0.015886	169.87
090618_DC53QK	0.81299	1.1911	-0.0057594	175.86
090618_KC84FH	0.70254	1.0221	0.0019128	169.99
090618_KT74SK	0.73432	1.0102	-0.022346	171.44
090618_ME84TB	0.7637	0.94127	0.029183	148.82
090618_MY83QK	0.72128	1.0448	-0.019816	216.91
090618_WJ66MH	0.68702	1.0531	-0.01566	181.14
090618_XM97XH	0.73885	1.0284	-0.01027	162.665
090619_PY43TH	0.68378	0.9717	0.013768	162.01
090620_EV73TK	0.73954	1.0193	0.025567	172.805
090620_FT35NB	0.74676	0.94705	0.050214	153.25
090620_TT66JB	0.76099	0.9324	0.034674	108.69
090620_TU75VK	0.67217	0.89393	0.095723	113.86
090622_CG76YK	0.71945	1.1974	-0.034316	210.77
090622_DN86WH	0.70948	1.1616	-0.0049627	251.52
090622_EB46ZB	0.72723	0.88442	-0.008364	211.3
090622_FP98JB	0.7052	0.79197	-0.00032325	201.265
090622_GJ53UB	0.78022	1.0039	0.0065555	188.945
090622_GS58UB	0.72955	0.76698	0.05453	169.19
090622_QM88DB	0.71704	0.96421	-0.016646	156.995
090622_QQ53ZB	0.76707	1.2992	-0.01211	199.42
090622_UW63RK	0.7079	1.0725	-0.034297	207.775
090622_XB79DB	0.77301	1.0766	-0.014293	239.575
090623_BM84DH	0.69312	1.2233	-0.015156	96.25
090623_CB73WU	0.71905	1.0895	-0.036475	176.53
090623_VB45DU	0.67959	0.88587	-0.0078604	154.44
090625_PY99GK	0.73898	0.93772	-0.002892	213.37
090625_SH75TB	0.71889	0.90627	0.050493	216.885
090626_DG63YU	0.76364	1.2145	-0.010399	160.87
090626_GD33GU	0.67452	0.94756	0.00065895	157.64
090626_JP57DU	0.68323	0.93307	-0.029729	142.60
090627_DY67GK	0.66927	0.93083	-0.0048651	126.59
090627_QB94QB	0.63115	0.88717	-0.0096704	195.68
090629_EB88QH	0.71515	1.0875	-0.017255	160.57
090629_HE63VH	0.75774	1.2146	-0.0090201	263.20
090629_NK65QU	0.70931	1.0107	-0.0064995	158.76
090630_RJ83WH	0.68186	1.0373	-0.016953	104.46
090630_RX83QK	0.60378	0.78757	0.024338	129.69
090630_YY55UH	0.71848	1.2609	-0.044001	269.40
090701_DQ62WU	0.7422	1.157	-0.017517	128.39
090701_VG76AU	0.69583	1.3812	-0.014333	175.16
090701_WY73XH	0.54433	0.91898	0.034578	64.12
090702_DQ45CH	0.73585	1.1863	-0.021406	190.23
090702_EB53KU	0.79761	1.1204	-0.021519	222.265
090702_EN64KU	0.66258	0.92317	0.029128	187.71
090702_HX45XU	0.71529	1.0825	0.02731	94.11
090702_JX37AU	0.73114	1.1412	-0.0097301	169.53
090702_RM88SH	0.78045	1.3068	-0.039705	207.4
090702_SB46AB	0.74418	1.3429	-0.012387	262.71
090702_UW23TH	0.69934	0.98708	-0.025458	148.515
090702_UX68FU	0.72983	1.0183	-0.016454	168.48
090702_VE53TH	0.71923	1.0926	-0.016577	166.99
090703_NS34JU	0.75603	1.2266	-0.025651	149.12
090706_DE54EH	0.77292	1.2004	-0.027105	168.13
090706_EE52KU	0.67839	0.93597	0.095683	91.44
090706_GY46FU	0.65713	0.90489	-0.013709	148.23
090706_JW54JH	0.71782	1.1956	-0.0016837	229.79
090706_PG87UH	0.61703	0.74347	0.0041213	152.90
090707_MA98RK	0.62871	0.89341	0.0036841	223.65
090707_PV66TH	0.66229	0.92163	-0.0098806	191.13
090708_BJ38PU	0.75051	1.2303	-0.0069358	255.11
090708_PR38EU	0.71835	1.1719	-0.018056	131.23
090708_YA48FU	0.70358	1.1471	-0.026233	177.03
090709_DT42TU	0.76312	1.0026	-0.0047124	184.365
090709_FT55WH	0.71538	0.88455	-0.0045834	123.92
090709_JH44VU	0.72613	1.1259	-0.0089053	217.98
090709_JS34XH	0.73665	0.91212	0.011863	154.15
090709_MU74FU	0.76082	1.0324	-0.016509	168.49
090709_PR35FU	0.7941	1.3099	-0.019734	200.93
090709_TD46WH	0.66781	0.84043	-0.0056938	163.475
090709_UP72PU	0.76885	1.1078	-0.022867	214.74
090709_WE83EH	0.64408	0.86895	-0.014624	166.585
090710_GQ73DK	0.52975	0.59707	-0.0029987	193.45
090710_NK38TU	0.61419	0.85919	0.0012859	134.32
090710_QW36MH	0.55126	0.63797	-0.0051585	142.70
090711_GM54UB	0.76079	1.0232	0.0024706	129.23
090711_HH58DK	0.69623	0.9917	-0.011326	192.665
090711_KA27BK	0.70949	1.0974	-0.0032549	178.445
090711_WU83XB	0.69807	0.97053	-0.0021125	153.41
090711_WZ45VK	0.72174	0.89965	-0.01054	221.465
090713_CY77WU	0.72009	1.1622	-0.026787	215.67
090713_HM59XU	0.64154	0.91818	-0.0022436	221.94
